,id_producto,*ano_registro,ano_publicacion,registro_extemporaneo,coordinacion,tipo_producto,subtipo_producto,subtipo2,arbitrado?,titulo,titulo2,ambito,revista,issn_printed,issn_online,revista_editorial,indice,factor_impacto,doi,libro,isbn,libro_editorial,cita,*Autor de correspondencia,Autores | *Autor de correspondencia | ªEstudiante,documentos
12,100300199,2024,2024,,Ciencia de los Alimentos,Capítulo de libro,"institución o asociación académica, pública o privada con arbitraje",,1.0,"La participación social en la gestión ambiental  de México. Una visión desde el neoliberalismo,  la Cuarta Transformación y su contribución  a la Economía Ecológica",,Internacional,,,,,,,,Economía Ecológica. Un análisis comparativo entre neoliberalismo y Cuarta Transf...,978-607-9104-43-6,COMUNICACIÓN CIENTÍFICA,"*García Salazar E.M. (2024). La participación social en la gestión ambiental  de México. Una visión desde el neoliberalismo,  la Cuarta Transformación y su contribución  a la Economía Ecológica.  En Economía Ecológica. Un análisis comparativo entre neoliberalismo y Cuarta Transformación en México. Mara Rosas Baños (Coord.). (pp.63-93). (1 ed.). COMUNICACIÓN CIENTÍFICA",*García Salazar E.M.(Ciencia de los Alimentos),*García Salazar E.M.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300199_1.pdf
13,100300200,2024,2024,,Ciencia de los Alimentos,Capítulo de libro,"institución o asociación académica, pública o privada con arbitraje",,1.0,El régimen de propiedad de los hidrocarburos  y la Economía Ecológica: un análisis comparativo  entre el neoliberalismo y la 4T,,Internacional,,,,,,,,Economía Ecológica. Un análisis comparativo entre neoliberalismo y Cuarta Transf...,978-607-9104-43-6,COMUNICACIÓN CIENTÍFICA,*Rosas Baños M.; *García Salazar E.M. (2024). El régimen de propiedad de los hidrocarburos  y la Economía Ecológica: un análisis comparativo  entre el neoliberalismo y la 4T.  En Economía Ecológica. Un análisis comparativo entre neoliberalismo y Cuarta Transformación en México. Mara Rosas Baños (Coord.). (pp.149-179). (1 ed.). COMUNICACIÓN CIENTÍFICA,*Rosas Baños M.(Instituto Politécnico Nacional); *García Salazar E.M.(Ciencia de los Alimentos),*Rosas Baños M.; *García Salazar E.M.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300200_1.pdf
14,100300201,2024,2024,,TAOV,Capítulo de libro,editorial reconocida,,1.0,Role of vicilin in plant defense,,Internacional,,,,,,,,Defense-Related Proteins in Plants,978-0-443-13236-0,ELSEVIER,Gil Salido A.; Rojas Cabeza J.; Sotelo Mundo R.R.; *Islas Osuna M.A. (2024). Role of vicilin in plant defense.  En Defense-Related Proteins in Plants. Santosh Kumar Upadhyay (Eds.). (pp.379-395). (1 ed.). ELSEVIER. Contenido en: Master Book List,*Islas Osuna M.A.(TAOV),ªGil Salido A.; ªRojas Cabeza J.; Sotelo Mundo R.R.; *Islas Osuna M.A.,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300201_1.pdf
15,100300202,2024,2024,,TAOV,Capítulo de libro,editorial reconocida,,1.0,Plants chitinases: Role in biotic stress response,,Internacional,,,,,,,,Defense-Related Proteins in Plants,978-0-443-13236-0,ELSEVIER,Castillo Sánchez A.; Sañudo Barajas J.A.; *Virgen Ortiz J.J.; *Osuna Castro J.A. (2024). Plants chitinases: Role in biotic stress response.  En Defense-Related Proteins in Plants. Santosh Kumar Upadhyay (Eds.). (pp.143-465). (1 ed.). ELSEVIER. Contenido en: Master Book List,*Virgen Ortiz J.J.(TAOV); *Osuna Castro J.A.(Universidad de Colima),ªCastillo Sánchez A.; Sañudo Barajas J.A.; *Virgen Ortiz J.J.; *Osuna Castro J.A.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300202_1.pdf
16,100300203,2024,2024,,Mazatlán,Capítulo de libro,"institución o asociación académica, pública o privada con arbitraje",,1.0,Desarrollo de un alimento con insumos agrícolas y pesqueros de la región Pacífico Sur para aumentar la rentabilidad de los cultivos de tilapia,,Nacional,,,,,,,,"Semillas de Cambio en la Región Pacífico Sur: Ciencia, Tecnología y Sociedad par...",978-607-8734,CONAHCYT - CIATEJ,"*Hernández González C.; Sánchez Gutiérrez E.Y.; Lizarraga velazquez C.; Flores Méndez L.; Mesina Peña A. (2024). Desarrollo de un alimento con insumos agrícolas y pesqueros de la región Pacífico Sur para aumentar la rentabilidad de los cultivos de tilapia.  En Semillas de Cambio en la Región Pacífico Sur: Ciencia, Tecnología y Sociedad para el desarrollo local en las cadenas productivas principales en Guerrero, Oaxaca y Chiapas. Anne Christine Gschaedler Mathis Joaliné Pardo Núñez Isabel Cristina Taddei Bringas María Antonieta Saldívar Chávez Alejandro Ernesto Mohar Ponce (Comp.). (pp.513-530). (1 ed.). CONAHCYT - CIATEJ",*Hernández González C.(Mazatlán),*Hernández González C.; Sánchez Gutiérrez E.Y.; Lizarraga velazquez C.; ªFlores Méndez L.; ªMesina Peña A.,"http://200.23.35.7/archivos/productos/mepippa/investigacion/100300203_1.pdf,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300203_2.pdf"
17,100300204,2024,2024,,Mazatlán,Capítulo de libro,"institución o asociación académica, pública o privada con arbitraje",,1.0,"Acciones de vinculación y transferencia de tecnología a los productores rurales de Chiapas, Oaxaca y Guerrero en pro de la mejora en la producción de tilapia",,Internacional,,,,,,,,"Semillas de Cambio en la Región Pacífico Sur: Ciencia, Tecnología y Sociedad par...",978-607-8734,CONAHCYT - CIATEJ,"*Hernández González C.; Lizarraga velazquez C.; Sánchez Gutiérrez E.Y. (2024). Acciones de vinculación y transferencia de tecnología a los productores rurales de Chiapas, Oaxaca y Guerrero en pro de la mejora en la producción de tilapia.  En Semillas de Cambio en la Región Pacífico Sur: Ciencia, Tecnología y Sociedad para el desarrollo local en las cadenas productivas principales en Guerrero, Oaxaca y Chiapas. Anne Christine Gschaedler Mathis Joaliné Pardo Núñez Isabel Cristina Taddei Bringas María Antonieta Saldívar Chávez Alejandro Ernesto Mohar Ponce (Comp.). (pp.707-720). (1 ed.). CONAHCYT - CIATEJ",*Hernández González C.(Mazatlán),*Hernández González C.; Lizarraga velazquez C.; Sánchez Gutiérrez E.Y.,"http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300204_1.pdf,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300204_2.pdf,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300204_3.pdf"
18,100300207,2024,2024,,Delicias,Capítulo de libro,editorial reconocida,,1.0,Microbial Production of Ellagic Acid,,Internacional,,,,,,,,Microbial Production of Food Bioactive Compounds,978-3-030-81403-8,SPRINGER,"Chávez González M.L.; Sepulveda L.; ASCACIO VALDES J.A.; Napolitano A.; Kuddus M.; Buenrostro Figueroa J.J.; *Aguilar C.N. (2024). Microbial Production of Ellagic Acid.  En Microbial Production of Food Bioactive Compounds. Seid Mahdi Jafari, Farshad Darvishi Harzevili (Eds.). (pp.X, 990). ( ed.). SPRINGER. Contenido en: Master Book List",*Aguilar C.N.(Universidad Autónoma de Coahuila),Chávez González M.L.; Sepulveda L.; ASCACIO VALDES J.A.; Napolitano A.; Kuddus M.; Buenrostro Figueroa J.J.; *Aguilar C.N.,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300207_1.pdf
19,100300208,2024,2024,,Delicias,Capítulo de libro,editorial reconocida,,1.0,Parameters That Influence the Fermentation Submerged Process: Bioprocess Development in Biotechnology,,Internacional,,,,,,,,BIORESOURCES AND BIOPROCESS IN BIOTECHNOLOGY FOR A SUSTAINABLE FUTURE,978-1-77491-432-8,APPLE ACAD PRESS INC,"Esmeralda Guzmán M.; Buenrostro Figueroa J.J.; Aguilar C.N.; ASCACIO VALDES J.A.; *Sepulveda L. (2024). Parameters That Influence the Fermentation Submerged Process: Bioprocess Development in Biotechnology.  En BIORESOURCES AND BIOPROCESS IN BIOTECHNOLOGY FOR A SUSTAINABLE FUTURE. Leonardo Sepúlveda Torre, Juan Carlos Contreras-Esquivel, Ann Rose Abraham, K. Haghi (Eds.). (pp.354pp). (1 ed.). APPLE ACAD PRESS INC. Contenido en: Master Book List",*Sepulveda L.(* Pendiente),Esmeralda Guzmán M.; Buenrostro Figueroa J.J.; Aguilar C.N.; ASCACIO VALDES J.A.; *Sepulveda L.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300208_1.pdf
20,100300209,2024,2024,,Delicias,Capítulo de libro,editorial reconocida,,1.0,Bionanocomposites Based on Thermoplastic Starch for the Food Industry,,Internacional,,,,,,,,Engineering Principles for Food Processing Technology and Product Realization,978-1-03271-392-2,APPLE ACAD PRESS INC,"Tirado Gallegos J.; Ochoa Reyes E.; Bustillos Rodríguez J.; Tafolla Arellano J.; Hernández Centeno F.; *Buenrostro Figueroa J.J. (2024). Bionanocomposites Based on Thermoplastic Starch for the Food Industry.  En Engineering Principles for Food Processing Technology and Product Realization. Leonardo Sepúlveda Torre, Porteen Kannan, A. K. Haghi (Eds.). (pp.37-66). (1 ed.). APPLE ACAD PRESS INC. Contenido en: Master Book List",*Buenrostro Figueroa J.J.(Delicias),ªTirado Gallegos J.; Ochoa Reyes E.; ªBustillos Rodríguez J.; ªTafolla Arellano J.; ªHernández Centeno F.; *Buenrostro Figueroa J.J.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300209_1.pdf
21,100300210,2024,2023,SI,Mazatlán,Capítulo de libro,"institución o asociación académica, pública o privada con arbitraje",,1.0,Nutrición y alimentación de pargo en cultivo,,Internacional,,,,,,,,Aspectos biológicos para la maricultura de lutjánidos,978-607-59874-6-0,Ediciones Comunicación Científica,"*Hernández González C. (2023). Nutrición y alimentación de pargo en cultivo.  En Aspectos biológicos para la maricultura de lutjánidos. Leonardo Sepúlveda Torre, Juan Carlos Contreras-Esquivel, Ann Rose Abraham, A. K. Haghi (Eds.). (pp.229). (1 ed.). Ediciones Comunicación Científica.",*Hernández González C.(Mazatlán),*Hernández González C.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300210_1.pdf
22,100300211,2024,2024,,Desarrollo Regional,Capítulo de libro,"institución o asociación académica, pública o privada con arbitraje",,1.0,Proyectos productivos factibles para la región Pacífico Sur de México,,Nacional,,,,,,,,"Semillas de Cambio en la Región Pacífico Sur: Ciencia, Tecnología y Sociedad par...",978-607-8734,CONAHCYT - CIATEJ,"*Taddei Bringas I.C.; PRECIADO RODRIGUEZ J.; Robles Parra J.M. (2024). Proyectos productivos factibles para la región Pacífico Sur de México.  En Semillas de Cambio en la Región Pacífico Sur: Ciencia, Tecnología y Sociedad para el desarrollo local en las cadenas productivas principales en Guerrero, Oaxaca y Chiapas. Anne Christine Gschaedler Mathis Joaliné Pardo Núñez Isabel Cristina Taddei Bringas María Antonieta Saldívar Chávez Alejandro Ernesto Mohar Ponce (Comp.). (pp.151-185). (1 ed.). CONAHCYT - CIATEJ",*Taddei Bringas I.C.(Desarrollo Regional),*Taddei Bringas I.C.; PRECIADO RODRIGUEZ J.; Robles Parra J.M.,"http://200.23.35.7/archivos/productos/mepippa/investigacion/100300211_1.pdf,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300211_2.pdf,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300211_3.pdf"
23,100300212,2024,2024,,TAOA,Capítulo de libro,editorial reconocida,,1.0,Properties and uses of clinoptilolite,,Internacional,,,,,,,,Agricultural Research Updates. Volume 47,979-8-89113-708-0,"NOVA SCIENCE PUBLISHERS, INC","Tánori Lozano A.; Dávila Ramírez J.; Medrano Vázquez L.; Hernandez Mendoza E.; *González Ríos H. (2024). Properties and uses of clinoptilolite.  En Agricultural Research Updates. Volume 47. Prathamesh Gorawala and Srushti Mandhatri (Eds.). (pp.33-81). (47 ed.). NOVA SCIENCE PUBLISHERS, INC. Contenido en: Master Book List",*González Ríos H.(TAOA),ªTánori Lozano A.; Dávila Ramírez J.; ªMedrano Vázquez L.; ªHernandez Mendoza E.; *González Ríos H.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300212_1.pdf
24,100300213,2024,2023,SI,Mazatlán,Capítulo de libro,"institución o asociación académica, pública o privada con arbitraje",,0.0,"Programa de educación ambiental para el manejo de residuos: ""Mueve el bote. vamos a separar""",,Nacional,,,,,,,,Bioesencias Actualización en ciencias biológicas y ambientales en México,978-607-99772-2-1,"Biólogos Colegiados de Jalisco, Asociación Civil.","*Ceballos Bernal M.C.; Castelán C.; Angulo García X.C. (2023). Programa de educación ambiental para el manejo de residuos: ""Mueve el bote. vamos a separar"".  En Bioesencias Actualización en ciencias biológicas y ambientales en México. Roberto Ramírez Espitia Martha Georgina Orozco Medina Javier Omar Martínez Abarca (Eds.). (pp.195-202). (1 ed.). Biólogos Colegiados de Jalisco, Asociación Civil..",*Ceballos Bernal M.C.(Mazatlán),*Ceballos Bernal M.C.; Castelán C.; Angulo García X.C.,"http://200.23.35.7/archivos/productos/mepippa/investigacion/100300213_1.pdf,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300213_2.pdf"
25,100300215,2024,2024,,Culiacán,Capítulo de libro,editorial reconocida,,1.0,Enhancing Food Security and Safety:The Prokmising Role of Bacteriophages from Farm to Table,,Internacional,,,,,,,,Aquatic Resources Potential to Foster Food Security in Developing Countries,979-8-89113-450-8,"NOVA SCIENCE PUBLISHERS, INC","*Chaidez Quiroz C.; González Gómez J.; Orozco Ochoa A.; Sánchez Armenta C. (2024). Enhancing Food Security and Safety:The Prokmising Role of Bacteriophages from Farm to Table.  En Aquatic Resources Potential to Foster Food Security in Developing Countries. Margarita Saavedra (Eds.). (pp.N/A). (1 ed.). NOVA SCIENCE PUBLISHERS, INC. Contenido en: Master Book List",*Chaidez Quiroz C.(Culiacán),*Chaidez Quiroz C.; ªGonzález Gómez J.; ªOrozco Ochoa A.; ªSánchez Armenta C.,"http://200.23.35.7/archivos/productos/mepippa/investigacion/100300215_1.pdf,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/100300215_2.pdf"
26,100300216,2024,2024,,Delicias,Capítulo de libro,editorial reconocida,,1.0,Recent advances in the extraction of phenolic compounds using biotechnological processes,,Internacional,,,,,,,,Enzymatic Processes for Food Valorization,9780323959964,ACADEMIC PRESS,"Ramirez Esparza U.; De La Rosa Esteban A.; Baeza Jimenez R.; Martínez Ávila G.; ASCACIO VALDES J.A.; *Buenrostro Figueroa J.J. (2024). Recent advances in the extraction of phenolic compounds using biotechnological processes.  En Enzymatic Processes for Food Valorization. Monica Chavez, Jose Juan Buenrostro, Deepak Verma y Cristóbal Aguilar (Eds.). (pp.157-189). (1 ed.). ACADEMIC PRESS. Contenido en: Master Book List",*Buenrostro Figueroa J.J.(Delicias),ªRamirez Esparza U.; De La Rosa Esteban A.; Baeza Jimenez R.; Martínez Ávila G.; ASCACIO VALDES J.A.; *Buenrostro Figueroa J.J.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300216_1.pdf
27,100300217,2024,2024,,Delicias,Capítulo de libro,editorial reconocida,,1.0,Biocatalyst: Discovering and designing enzymes for industrial applications,,Internacional,,,,,,,,Enzymatic Processes for Food Valorization,9780323959964,ACADEMIC PRESS,"Tafolla Arellano J.C.; Rincón López L.; Nuñez Colima J.; *Buenrostro Figueroa J.J. (2024). Biocatalyst: Discovering and designing enzymes for industrial applications.  En Enzymatic Processes for Food Valorization. Monica Chavez, Jose Juan Buenrostro, Deepak Verma y Cristóbal Aguilar (Eds.). (pp.285-302). (1 ed.). ACADEMIC PRESS. Contenido en: Master Book List",*Buenrostro Figueroa J.J.(Delicias),Tafolla Arellano J.C.; Rincón López L.; Nuñez Colima J.; *Buenrostro Figueroa J.J.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300217_1.pdf
28,100300218,2024,2024,,Delicias,Capítulo de libro,editorial reconocida,,1.0,Biodortification with Zinc: The use of nanoparticles as an alternative to improve the nutritional quality of crops.,,Internacional,,,,,,,,Advanced Nanotechnology in Plants Methods and Applications,9781032429458,CRC PRESS-TAYLOR & FRANCIS GROUP,Palacio Márquez A.; Ramírez Estrada C.; *Sánchez Chávez E.; Chávez Mendoza C. (2024). Biodortification with Zinc: The use of nanoparticles as an alternative to improve the nutritional quality of crops.  En Advanced Nanotechnology in Plants Methods and Applications. Jen-Tsung Chen (Eds.). (pp.72-88). (1 ed.). CRC PRESS-TAYLOR & FRANCIS GROUP. Contenido en: Master Book List,*Sánchez Chávez E.(Delicias),ªPalacio Márquez A.; ªRamírez Estrada C.; *Sánchez Chávez E.; Chávez Mendoza C.,http://200.23.35.7/archivos/productos/mepippa/investigacion/100300218_1.pdf
